sno	Collected_Gene_name	Approved_Symbol	Gene_Identifier	Approved_Name	Ensembl_Gene_ID	NCBI_Gene_ID	Organism_Mapped	Biomarker_Type	PMID	Organism_Tested	Organism_Strain	Gender	Age_In_Years	Tested_Cell_Type	Exposed_Area	Exposed_Area_Type	Radiation_Type	Dosage_Rate	Dose	Study_Type	Control	Sampling_Time_In_hrs	Type_Of_OMICS_Data	Testing_Method	Regulation	Tested_Cell_Or_Tissue_OLS	Identifier_OLS	Identifier_Type_OLS	Empty_col
1296	Abcg4	Abcg4	MGI:1890594	ATP binding cassette subfamily G member 4	ENSMUSG00000032131	192663	Mouse	Gene	29044990	Mus musculus	C57/BL6N		0.19	Retina	Eyes of an intact animal	Tissue	UVB-radiation		350	In vivo	No irradiation	48	Genomics	RNA-seq	Up	retina	UBERON_0000966	Uberon Ontology	
1297	Alyref2	Alyref2	MGI:1913144	Aly/REF export factor 2	ENSMUSG00000060244	56009	Mouse	Gene	29044990	Mus musculus	C57/BL6N		0.19	Retina	Eyes of an intact animal	Tissue	UVB-radiation		350	In vivo	No irradiation	48	Genomics	RNA-seq	Up	retina	UBERON_0000966	Uberon Ontology	
1298	Cir1	Cir1	MGI:1914185	corepressor interacting with RBPJ, 1	ENSMUSG00000041777	66935	Mouse	Gene	29044990	Mus musculus	C57/BL6N		0.19	Retina	Eyes of an intact animal	Tissue	UVB-radiation		350	In vivo	No irradiation	48	Genomics	RNA-seq	Up	retina	UBERON_0000966	Uberon Ontology	
1299	Smarcd3	Smarcd3	MGI:1914243	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3	ENSMUSG00000028949	66993	Mouse	Gene	29044990	Mus musculus	C57/BL6N		0.19	Retina	Eyes of an intact animal	Tissue	UVB-radiation		350	In vivo	No irradiation	48	Genomics	RNA-seq	Down	retina	UBERON_0000966	Uberon Ontology	
1300	Uqcc2	Uqcc2	MGI:1914517	ubiquinol-cytochrome c reductase complex assembly factor 2	ENSMUSG00000024208	67267	Mouse	Gene	29044990	Mus musculus	C57/BL6N		0.19	Retina	Eyes of an intact animal	Tissue	UVB-radiation		350	In vivo	No irradiation	48	Genomics	RNA-seq	Up	retina	UBERON_0000966	Uberon Ontology	
1301	Ufl1	Ufl1	MGI:1914740	UFM1 specific ligase 1	ENSMUSG00000040359	67490	Mouse	Gene	29044990	Mus musculus	C57/BL6N		0.19	Retina	Eyes of an intact animal	Tissue	UVB-radiation		350	In vivo	No irradiation	48	Genomics	RNA-seq	Up	retina	UBERON_0000966	Uberon Ontology	
1302	Uqcrb	Uqcrb	MGI:1914780	ubiquinol-cytochrome c reductase binding protein	ENSMUSG00000021520	67530	Mouse	Gene	29044990	Mus musculus	C57/BL6N		0.19	Retina	Eyes of an intact animal	Tissue	UVB-radiation		350	In vivo	No irradiation	48	Genomics	RNA-seq	Up	retina	UBERON_0000966	Uberon Ontology	
1303	Smarcc2	Smarcc2	MGI:1915344	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2	ENSMUSG00000025369	68094	Mouse	Gene	29044990	Mus musculus	C57/BL6N		0.19	Retina	Eyes of an intact animal	Tissue	UVB-radiation		350	In vivo	No irradiation	48	Genomics	RNA-seq	Down	retina	UBERON_0000966	Uberon Ontology	
1304	Mcts1	Mcts1	MGI:1916245	maligt T cell amplified sequence 1	ENSMUSG00000000355	68995	Mouse	Gene	29044990	Mus musculus	C57/BL6N		0.19	Retina	Eyes of an intact animal	Tissue	UVB-radiation		350	In vivo	No irradiation	48	Genomics	RNA-seq	Up	retina	UBERON_0000966	Uberon Ontology	
1305	Utp3	Utp3	MGI:1919230	UTP3 small subunit processome component	ENSMUSG00000070697	65961	Mouse	Gene	29044990	Mus musculus	C57/BL6N		0.19	Retina	Eyes of an intact animal	Tissue	UVB-radiation		350	In vivo	No irradiation	48	Genomics	RNA-seq	Up	retina	UBERON_0000966	Uberon Ontology	
1306	Asxl2	Asxl2	MGI:1922552	ASXL transcriptional regulator 2	ENSMUSG00000037486	75302	Mouse	Gene	29044990	Mus musculus	C57/BL6N		0.19	Retina	Eyes of an intact animal	Tissue	UVB-radiation		350	In vivo	No irradiation	48	Genomics	RNA-seq	Up	retina	UBERON_0000966	Uberon Ontology	
1307	Jade2	Jade2	MGI:1924151	jade family PHD finger 2	ENSMUSG00000020387	76901	Mouse	Gene	29044990	Mus musculus	C57/BL6N		0.19	Retina	Eyes of an intact animal	Tissue	UVB-radiation		350	In vivo	No irradiation	48	Genomics	RNA-seq	Up	retina	UBERON_0000966	Uberon Ontology	
1308	Ddrgk1	Ddrgk1	MGI:1924256	DDRGK domain containing 1	ENSMUSG00000068290	77006	Mouse	Gene	29044990	Mus musculus	C57/BL6N		0.19	Retina	Eyes of an intact animal	Tissue	UVB-radiation		350	In vivo	No irradiation	48	Genomics	RNA-seq	Up	retina	UBERON_0000966	Uberon Ontology	
1309	Ppp1r15a	Ppp1r15a	MGI:1927072	protein phosphatase 1, regulatory subunit 15A	ENSMUSG00000040435	17872	Mouse	Gene	29044990	Mus musculus	C57/BL6N		0.19	Retina	Eyes of an intact animal	Tissue	UVB-radiation		350	In vivo	No irradiation	48	Genomics	RNA-seq	Up	retina	UBERON_0000966	Uberon Ontology	
1310	Arid3b	Arid3b	MGI:1930768	AT rich interactive domain 3B (BRIGHT-like)	ENSMUSG00000004661	56380	Mouse	Gene	29044990	Mus musculus	C57/BL6N		0.19	Retina	Eyes of an intact animal	Tissue	UVB-radiation		350	In vivo	No irradiation	48	Genomics	RNA-seq	Up	retina	UBERON_0000966	Uberon Ontology	
1311	MMP-1	Mmp13	MGI:1340026	matrix metallopeptidase 13	ENSMUSG00000050578	17386	Mouse	Gene	24054498	Mus musculus			Neonate	Mouse dermal fibroblasts	Mouse dermal fibroblasts	Cell	UVB-radiation		1200	In vitro	No irradiation	24	Genomics	qRT-PCR	Up	fibroblast of dermis	CL_0002551	Cell Ontology	
1312	Rnf40	Rnf40	MGI:2142048	ring finger protein 40	ENSMUSG00000030816	233900	Mouse	Gene	29044990	Mus musculus	C57/BL6N		0.19	Retina	Eyes of an intact animal	Tissue	UVB-radiation		350	In vivo	No irradiation	48	Genomics	RNA-seq	Up	retina	UBERON_0000966	Uberon Ontology	
1313	Whsc1l1	Nsd3	MGI:2142581	nuclear receptor binding SET domain protein 3	ENSMUSG00000054823	234135	Mouse	Gene	29044990	Mus musculus	C57/BL6N		0.19	Retina	Eyes of an intact animal	Tissue	UVB-radiation		350	In vivo	No irradiation	48	Genomics	RNA-seq	Up	retina	UBERON_0000966	Uberon Ontology	
1314	Cggbp1	Cggbp1	MGI:2146370	CGG triplet repeat binding protein 1	ENSMUSG00000054604	106143	Mouse	Gene	29044990	Mus musculus	C57/BL6N		0.19	Retina	Eyes of an intact animal	Tissue	UVB-radiation		350	In vivo	No irradiation	48	Genomics	RNA-seq	Up	retina	UBERON_0000966	Uberon Ontology	
1315	Kat6a	Kat6a	MGI:2442415	K(lysine) acetyltransferase 6A	ENSMUSG00000031540	244349	Mouse	Gene	29044990	Mus musculus	C57/BL6N		0.19	Retina	Eyes of an intact animal	Tissue	UVB-radiation		350	In vivo	No irradiation	48	Genomics	RNA-seq	Up	retina	UBERON_0000966	Uberon Ontology	
1316	Atf7	Atf7	MGI:2443472	activating transcription factor 7	ENSMUSG00000099083	223922	Mouse	Gene	29044990	Mus musculus	C57/BL6N		0.19	Retina	Eyes of an intact animal	Tissue	UVB-radiation		350	In vivo	No irradiation	48	Genomics	RNA-seq	Up	retina	UBERON_0000966	Uberon Ontology	
1317	Bend6	Bend6	MGI:2444572	BEN domain containing 6	ENSMUSG00000042182	320705	Mouse	Gene	29044990	Mus musculus	C57/BL6N		0.19	Retina	Eyes of an intact animal	Tissue	UVB-radiation		350	In vivo	No irradiation	48	Genomics	RNA-seq	Up	retina	UBERON_0000966	Uberon Ontology	
1318	Chd5	Chd5	MGI:3036258	chromodomain helicase DNA binding protein 5	ENSMUSG00000005045	269610	Mouse	Gene	29044990	Mus musculus	C57/BL6N		0.19	Retina	Eyes of an intact animal	Tissue	UVB-radiation		350	In vivo	No irradiation	48	Genomics	RNA-seq	Up	retina	UBERON_0000966	Uberon Ontology	
1319	BDNF	Bdnf	MGI:88145	brain derived neurotrophic factor	ENSMUSG00000048482	12064	Mouse	Gene	29138442	Mus musculus	C57BL/6	Female	0.1	Hippocampus	Dorsal skin	Tissue	UV radiation-General		9000	In vivo	No irradiation	12	Genomics	qRT-PCR	Down				
1320	ccnb1	Ccnb1	MGI:88302	cyclin B1	ENSMUSG00000041431	268697	Mouse	Gene	29672918	Mus musculus				Mouse footpad skin	Mouse footpad skin	Tissue	UV radiation-General		27000	In vivo	No irradiation	48	Genomics	qRT-PCR	Up	skin of pes	UBERON_0001513	Uberon Ontology	
1321	CYP11A1	Cyp11a1	MGI:88582	cytochrome P450, family 11, subfamily a, polypeptide 1	ENSMUSG00000032323	13070	Mouse	Gene	23962689	Mus musculus	C57BL/6	Female	Neonate	Skin	Back skin	Tissue	UVB-radiation		500	In vivo	No irradiation	12	Genomics	qPCR	Up	skin of body	UBERON_0002097	Uberon Ontology	
1322	CYP11A1	Cyp11a1	MGI:88582	cytochrome P450, family 11, subfamily a, polypeptide 1	ENSMUSG00000032323	13070	Mouse	Gene	23962689	Mus musculus	C57BL/6	Female	Neonate	Skin	Back skin	Tissue	UVB-radiation		500	In vivo	No irradiation	24	Genomics	qPCR	Up	skin of body	UBERON_0002097	Uberon Ontology	
1323	CYP11A1	Cyp11a1	MGI:88582	cytochrome P450, family 11, subfamily a, polypeptide 1	ENSMUSG00000032323	13070	Mouse	Gene	23962689	Mus musculus	C57BL/6	Female	Neonate	Skin	Back skin	Tissue	UVB-radiation		2000	In vivo	No irradiation	24	Genomics	qPCR	Up	skin of body	UBERON_0002097	Uberon Ontology	
1324	CYP11A1	Cyp11a1	MGI:88582	cytochrome P450, family 11, subfamily a, polypeptide 1	ENSMUSG00000032323	13070	Mouse	Gene	23962689	Mus musculus	C57BL/6	Female	Neonate	Skin	Back skin	Tissue	UVB-radiation		2000	In vivo	No irradiation	6	Genomics	qPCR	Up	skin of body	UBERON_0002097	Uberon Ontology	
1325	CYP11A1	Cyp11a1	MGI:88582	cytochrome P450, family 11, subfamily a, polypeptide 1	ENSMUSG00000032323	13070	Mouse	Gene	23962689	Mus musculus	C57BL/6	Female	Neonate	Skin	Back skin	Tissue	UVB-radiation		2000	In vivo	No irradiation	12	Genomics	qPCR	Up	skin of body	UBERON_0002097	Uberon Ontology	
1326	CYP11A1	Cyp11a1	MGI:88582	cytochrome P450, family 11, subfamily a, polypeptide 1	ENSMUSG00000032323	13070	Mouse	Gene	23962689	Mus musculus	DBA/2J	Female	Neonate	Skin	Back skin	Tissue	UVB-radiation		500	In vivo	No irradiation	12	Genomics	qPCR	Up	skin of body	UBERON_0002097	Uberon Ontology	
1327	CYP11A1	Cyp11a1	MGI:88582	cytochrome P450, family 11, subfamily a, polypeptide 1	ENSMUSG00000032323	13070	Mouse	Gene	23962689	Mus musculus	DBA/2J	Female	Neonate	Skin	Back skin	Tissue	UVB-radiation		2000	In vivo	No irradiation	12	Genomics	qPCR	Up	skin of body	UBERON_0002097	Uberon Ontology	
1328	CYP11A1	Cyp11a1	MGI:88582	cytochrome P450, family 11, subfamily a, polypeptide 1	ENSMUSG00000032323	13070	Mouse	Gene	23962689	Mus musculus	DBA/2J	Female	Neonate	Skin	Back skin	Tissue	UVB-radiation		2000	In vivo	No irradiation	24	Genomics	qPCR	Up	skin of body	UBERON_0002097	Uberon Ontology	
1329	CYP11A1	Cyp11a1	MGI:88582	cytochrome P450, family 11, subfamily a, polypeptide 1	ENSMUSG00000032323	13070	Mouse	Gene	23962689	Mus musculus	DBA/2J	Female	Neonate	Skin	Back skin	Tissue	UVB-radiation		500	In vivo	No irradiation	6	Genomics	qPCR	Up	skin of body	UBERON_0002097	Uberon Ontology	
1330	CYP11A1	Cyp11a1	MGI:88582	cytochrome P450, family 11, subfamily a, polypeptide 1	ENSMUSG00000032323	13070	Mouse	Gene	23962689	Mus musculus	DBA/2J	Female	Neonate	Skin	Back skin	Tissue	UVB-radiation		2000	In vivo	No irradiation	6	Genomics	qPCR	Up	skin of body	UBERON_0002097	Uberon Ontology	
1331	ET-1	Edn1	MGI:95283	Endothelin 1	ENSMUSG00000021367	13614	Mouse	Gene	17449143	Mus musculus	ICR		Neonate	Skin	Total body irradiation	Tissue	UVA-radiation		0.5	In vivo	No irradiation	3	Genomics	RT-PCR	Up	skin of body	UBERON_0002097	Uberon Ontology	
1332	ET-1	Edn1	MGI:95283	Endothelin 1	ENSMUSG00000021367	13614	Mouse	Gene	17449143	Mus musculus	ICR		Neonate	Skin	Total body irradiation	Tissue	UVA-radiation		1	In vivo	No irradiation	3	Genomics	RT-PCR	Up	skin of body	UBERON_0002097	Uberon Ontology	
1333	ET-1	Edn1	MGI:95283	Endothelin 1	ENSMUSG00000021367	13614	Mouse	Gene	17449143	Mus musculus	ICR		Neonate	Skin	Total body irradiation	Tissue	UVB-radiation		0.5	In vivo	No irradiation	3	Genomics	RT-PCR	Up	skin of body	UBERON_0002097	Uberon Ontology	
1334	ET-1	Edn1	MGI:95283	Endothelin 1	ENSMUSG00000021367	13614	Mouse	Gene	17449143	Mus musculus	ICR		Neonate	Skin	Total body irradiation	Tissue	UVC-radiation		1	In vivo	No irradiation	24	Genomics	RT-PCR	Up	skin of body	UBERON_0002097	Uberon Ontology	
1335	ET-1	Edn1	MGI:95283	Endothelin 1	ENSMUSG00000021367	13614	Mouse	Gene	17449143	Mus musculus	ICR		Neonate	Skin	Total body irradiation	Tissue	UVC-radiation		0.5	In vivo	No irradiation	6	Genomics	RT-PCR	Up	skin of body	UBERON_0002097	Uberon Ontology	
1336	ET-1	Edn1	MGI:95283	Endothelin 1	ENSMUSG00000021367	13614	Mouse	Gene	17449143	Mus musculus	ICR		Neonate	Skin	Total body irradiation	Tissue	UVC-radiation		1	In vivo	No irradiation	6	Genomics	RT-PCR	Up	skin of body	UBERON_0002097	Uberon Ontology	
1337	ET-1	Edn1	MGI:95283	Endothelin 1	ENSMUSG00000021367	13614	Mouse	Gene	17449143	Mus musculus	ICR		Neonate	Skin	Total body irradiation	Tissue	UVC-radiation		0.5	In vivo	No irradiation	24	Genomics	RT-PCR	Up	skin of body	UBERON_0002097	Uberon Ontology	
1338	ET-1	Edn1	MGI:95283	Endothelin 1	ENSMUSG00000021367	13614	Mouse	Gene	17449143	Mus musculus	ICR		Neonate	Skin	Total body irradiation	Tissue	UVB-radiation		1	In vivo	No irradiation	3	Genomics	RT-PCR	Up	skin of body	UBERON_0002097	Uberon Ontology	
1339	ET-1	Edn1	MGI:95283	Endothelin 1	ENSMUSG00000021367	13614	Mouse	Gene	17449143	Mus musculus	ICR		Neonate	Skin	Total body irradiation	Tissue	UVC-radiation		0.5	In vivo	No irradiation	1	Genomics	RT-PCR	Up	skin of body	UBERON_0002097	Uberon Ontology	
1340	ET-1	Edn1	MGI:95283	Endothelin 1	ENSMUSG00000021367	13614	Mouse	Gene	17449143	Mus musculus	ICR		Neonate	Skin	Total body irradiation	Tissue	UVC-radiation		1	In vivo	No irradiation	1	Genomics	RT-PCR	Up	skin of body	UBERON_0002097	Uberon Ontology	
1341	VIC	Edn2	MGI:95284	Endothelin 2	ENSMUSG00000028635	13615	Mouse	Gene	17449143	Mus musculus	ICR		Neonate	Skin	Total body irradiation	Tissue	UVC-radiation		1	In vivo	No irradiation	24	Genomics	RT-PCR	Up	skin of body	UBERON_0002097	Uberon Ontology	
1342	VIC	Edn2	MGI:95284	Endothelin 2	ENSMUSG00000028635	13615	Mouse	Gene	17449143	Mus musculus	ICR		Neonate	Skin	Total body irradiation	Tissue	UVC-radiation		2	In vivo	No irradiation	24	Genomics	RT-PCR	Up	skin of body	UBERON_0002097	Uberon Ontology	
1343	VIC	Edn2	MGI:95284	Endothelin 2	ENSMUSG00000028635	13615	Mouse	Gene	17449143	Mus musculus	ICR		Neonate	Skin	Total body irradiation	Tissue	UVC-radiation		0.5	In vivo	No irradiation	3	Genomics	RT-PCR	Up	skin of body	UBERON_0002097	Uberon Ontology	
1344	VIC	Edn2	MGI:95284	Endothelin 2	ENSMUSG00000028635	13615	Mouse	Gene	17449143	Mus musculus	ICR		Neonate	Skin	Total body irradiation	Tissue	UVC-radiation		1	In vivo	No irradiation	3	Genomics	RT-PCR	Up	skin of body	UBERON_0002097	Uberon Ontology	
1345	VIC	Edn2	MGI:95284	Endothelin 2	ENSMUSG00000028635	13615	Mouse	Gene	17449143	Mus musculus	ICR		Neonate	Skin	Total body irradiation	Tissue	UVC-radiation		1	In vivo	No irradiation	1	Genomics	RT-PCR	Up	skin of body	UBERON_0002097	Uberon Ontology	
1346	Tropoelastin	Eln	MGI:95317	elastin	ENSMUSG00000029675	13717	Mouse	Gene	24054498	Mus musculus			Neonate	Mouse dermal fibroblasts	Mouse dermal fibroblasts	Cell	UVB-radiation		1200	In vitro	No irradiation	24	Genomics	qRT-PCR	Down	fibroblast of dermis	CL_0002551	Cell Ontology	
1347	Grin1	Grin1	MGI:95819	glutamate receptor, ionotropic, NMDA1 (zeta 1)	ENSMUSG00000026959	14810	Mouse	Gene	29044990	Mus musculus	C57/BL6N		0.19	Retina	Eyes of an intact animal	Tissue	UVB-radiation		350	In vivo	No irradiation	48	Genomics	RNA-seq	Up	retina	UBERON_0000966	Uberon Ontology	
1348	Kit	Kit	MGI:96677	KIT proto-oncogene receptor tyrosine kinase	ENSMUSG00000005672	16590	Mouse	Gene	22391242	Mus musculus	C57BL/6			Hair follicle-derived neural crest stem cells	Hair follicle-derived neural crest stem cells	Cell	UVB-radiation	130	6000	In vitro	No irradiation		Genomics	RT-PCR	Up	hair follicle melanocyte	CL_0002483	Cell Ontology	
1349	Mc2R	Mc2r	MGI:96928	melanocortin 2 receptor	ENSMUSG00000045569	17200	Mouse	Gene	23962689	Mus musculus	C57BL/6	Female	Neonate	Skin	Back skin	Tissue	UVB-radiation		2000	In vivo	No irradiation	24	Genomics	qPCR	Down	skin of body	UBERON_0002097	Uberon Ontology	
1350	Mc2R	Mc2r	MGI:96928	melanocortin 2 receptor	ENSMUSG00000045569	17200	Mouse	Gene	23962689	Mus musculus	DBA/2J	Female	Neonate	Skin	Back skin	Tissue	UVB-radiation		500	In vivo	No irradiation	12	Genomics	qPCR	Up	skin of body	UBERON_0002097	Uberon Ontology	
1351	Mc2R	Mc2r	MGI:96928	melanocortin 2 receptor	ENSMUSG00000045569	17200	Mouse	Gene	23962689	Mus musculus	DBA/2J	Female	Neonate	Skin	Back skin	Tissue	UVB-radiation		2000	In vivo	No irradiation	12	Genomics	qPCR	Up	skin of body	UBERON_0002097	Uberon Ontology	
1352	Mc2R	Mc2r	MGI:96928	melanocortin 2 receptor	ENSMUSG00000045569	17200	Mouse	Gene	23962689	Mus musculus	DBA/2J	Female	Neonate	Skin	Back skin	Tissue	UVB-radiation		500	In vivo	No irradiation	24	Genomics	qPCR	Up	skin of body	UBERON_0002097	Uberon Ontology	
1353	Mc2R	Mc2r	MGI:96928	melanocortin 2 receptor	ENSMUSG00000045569	17200	Mouse	Gene	23962689	Mus musculus	DBA/2J	Female	Neonate	Skin	Back skin	Tissue	UVB-radiation		500	In vivo	No irradiation	6	Genomics	qPCR	Up	skin of body	UBERON_0002097	Uberon Ontology	
1354	Mc2R	Mc2r	MGI:96928	melanocortin 2 receptor	ENSMUSG00000045569	17200	Mouse	Gene	23962689	Mus musculus	C57BL/6	Female	Neonate	Skin	Back skin	Tissue	UVB-radiation		2000	In vivo	No irradiation	12	Genomics	qPCR	Up	skin of body	UBERON_0002097	Uberon Ontology	
1355	Mc2R	Mc2r	MGI:96928	melanocortin 2 receptor	ENSMUSG00000045569	17200	Mouse	Gene	23962689	Mus musculus	C57BL/6	Female	Neonate	Skin	Back skin	Tissue	UVB-radiation		500	In vivo	No irradiation	24	Genomics	qPCR	Down	skin of body	UBERON_0002097	Uberon Ontology	
1356	bNOS	Nos1	MGI:97360	nitric oxide synthase 1, neuronal	ENSMUSG00000029361	18125	Mouse	Gene	11099109	Mus musculus				Pam 212 murine keratinocytes	Pam 212 murine keratinocytes	Cell	UVB-radiation	0.00037	50	In vitro	No irradiation	4	Genomics	Northern blot	Up	keratinocyte	CL_0000312	Cell Ontology	
1357	iNOS	Nos2	MGI:97361	nitric oxide synthase 2, inducible	ENSMUSG00000020826	18126	Mouse	Gene	11099109	Mus musculus				Pam 212 murine keratinocytes	Pam 212 murine keratinocytes	Cell	UVB-radiation	0.00037	50	In vitro	No irradiation	12	Genomics	Northern blot	Down	keratinocyte	CL_0000312	Cell Ontology	
1358	iNOS	Nos2	MGI:97361	nitric oxide synthase 2, inducible	ENSMUSG00000020826	18126	Mouse	Gene	11099109	Mus musculus				Pam 212 murine keratinocytes	Pam 212 murine keratinocytes	Cell	UVB-radiation	0.00037	50	In vitro	No irradiation	4	Genomics	Northern blot	Down	keratinocyte	CL_0000312	Cell Ontology	
1359	Pomc	Pomc	MGI:97742	pro-opiomelanocortin-alpha	ENSMUSG00000020660	18976	Mouse	Gene	23962689	Mus musculus	C57BL/6	Female	Neonate	Skin	Back skin	Tissue	UVB-radiation		500	In vivo	No irradiation	24	Genomics	qPCR	Up	skin of body	UBERON_0002097	Uberon Ontology	
1360	Pomc	Pomc	MGI:97742	pro-opiomelanocortin-alpha	ENSMUSG00000020660	18976	Mouse	Gene	23962689	Mus musculus	C57BL/6	Female	Neonate	Skin	Back skin	Tissue	UVB-radiation		2000	In vivo	No irradiation	24	Genomics	qPCR	Up	skin of body	UBERON_0002097	Uberon Ontology	
1361	Pomc	Pomc	MGI:97742	pro-opiomelanocortin-alpha	ENSMUSG00000020660	18976	Mouse	Gene	23962689	Mus musculus	C57BL/6	Female	Neonate	Skin	Back skin	Tissue	UVB-radiation		500	In vivo	No irradiation	6	Genomics	qPCR	Up	skin of body	UBERON_0002097	Uberon Ontology	
1362	Pomc	Pomc	MGI:97742	pro-opiomelanocortin-alpha	ENSMUSG00000020660	18976	Mouse	Gene	23962689	Mus musculus	DBA/2J	Female	Neonate	Skin	Back skin	Tissue	UVB-radiation		500	In vivo	No irradiation	12	Genomics	qPCR	Up	skin of body	UBERON_0002097	Uberon Ontology	
1363	Pomc	Pomc	MGI:97742	pro-opiomelanocortin-alpha	ENSMUSG00000020660	18976	Mouse	Gene	23962689	Mus musculus	DBA/2J	Female	Neonate	Skin	Back skin	Tissue	UVB-radiation		2000	In vivo	No irradiation	12	Genomics	qPCR	Up	skin of body	UBERON_0002097	Uberon Ontology	
1364	Pomc	Pomc	MGI:97742	pro-opiomelanocortin-alpha	ENSMUSG00000020660	18976	Mouse	Gene	23962689	Mus musculus	DBA/2J	Female	Neonate	Skin	Back skin	Tissue	UVB-radiation		500	In vivo	No irradiation	24	Genomics	qPCR	Up	skin of body	UBERON_0002097	Uberon Ontology	
1365	Pomc	Pomc	MGI:97742	pro-opiomelanocortin-alpha	ENSMUSG00000020660	18976	Mouse	Gene	23962689	Mus musculus	DBA/2J	Female	Neonate	Skin	Back skin	Tissue	UVB-radiation		2000	In vivo	No irradiation	24	Genomics	qPCR	Up	skin of body	UBERON_0002097	Uberon Ontology	
1366	Pomc	Pomc	MGI:97742	pro-opiomelanocortin-alpha	ENSMUSG00000020660	18976	Mouse	Gene	23962689	Mus musculus	DBA/2J	Female	Neonate	Skin	Back skin	Tissue	UVB-radiation		500	In vivo	No irradiation	6	Genomics	qPCR	Up	skin of body	UBERON_0002097	Uberon Ontology	
1367	Pomc	Pomc	MGI:97742	pro-opiomelanocortin-alpha	ENSMUSG00000020660	18976	Mouse	Gene	23962689	Mus musculus	DBA/2J	Female	Neonate	Skin	Back skin	Tissue	UVB-radiation		2000	In vivo	No irradiation	6	Genomics	qPCR	Up	skin of body	UBERON_0002097	Uberon Ontology	
1368	Pomc	Pomc	MGI:97742	pro-opiomelanocortin-alpha	ENSMUSG00000020660	18976	Mouse	Gene	23962689	Mus musculus	C57BL/6	Female	Neonate	Skin	Back skin	Tissue	UVB-radiation		500	In vivo	No irradiation	12	Genomics	qPCR	Up	skin of body	UBERON_0002097	Uberon Ontology	
1369	Pomc	Pomc	MGI:97742	pro-opiomelanocortin-alpha	ENSMUSG00000020660	18976	Mouse	Gene	23962689	Mus musculus	C57BL/6	Female	Neonate	Skin	Back skin	Tissue	UVB-radiation		2000	In vivo	No irradiation	12	Genomics	qPCR	Up	skin of body	UBERON_0002097	Uberon Ontology	
1370	EP1	Ptger1	MGI:97793	prostaglandin E receptor 1 (subtype EP1)	ENSMUSG00000019464	19216	Mouse	Gene	22391242	Mus musculus	C57BL/6			Hair follicle-derived neural crest stem cells	Hair follicle-derived neural crest stem cells	Cell	UVB-radiation	130	6000	In vitro	No irradiation		Genomics	RT-PCR	Up	hair follicle melanocyte	CL_0002483	Cell Ontology	
1371	Rnps1	Rnps1	MGI:97960	RNA binding protein with serine rich domain 1	ENSMUSG00000034681	19826	Mouse	Gene	29044990	Mus musculus	C57/BL6N		0.19	Retina	Eyes of an intact animal	Tissue	UVB-radiation		350	In vivo	No irradiation	48	Genomics	RNA-seq	Up	retina	UBERON_0000966	Uberon Ontology	
